ride_review,ride_rating,sentiment
"$187.00 in gift cards not usable! I have deposited 2 gift cards after a loss of my leg and needed a way to go to the doctor's office! That was 3 weeks ago and they refuse to address the issue. The answer is ""just pay for it with your debit card, we are unable to fix it at this time."" The plan thief of $287.00 in gift cards!",1.0,0
"We were visiting Chicago and decided to give Uber a try to get around town. On Monday, 7/17/17, I requested a ride through the Uber app from our hotel to the Roselle Metra train station and Uber responded that a driver was on the way with the make of the car, driver name (Hans), and arrival time of 10:07 am. We waited and Hans did not show up at our hotel, but the app showed he was waiting for us at our hotel and the trip was finally cancelled by Uber and we were charged a wait fee. We had to send another request for an Uber pick up and the driver arrived and got us to the train station, but we were late for the train due to the first Uber driver not showing up at the correct location and had to wait an hour for the next train.On Wednesday, 7/19/17, I requested an Uber pick up to take us to the Legoland Discovery Center in Schaumburg, IL. Uber responded and sent the driver information (Rajinder) and vehicle info. When Rajinder arrived we told him we were going to Legoland Discovery Center and he ended up driving us to Macy's at the mall and told us Legoland is in the mall. We informed him that this was not the correct location that we were there during the weekend. He continued to insist that it was in the mall and started raising his voice as he continued to drive us around the mall. He would call people names that would walk in front of the car.I called my husband and he provided him the address of the Legoland Discovery Center and said we were arguing with him because we were telling him the correct address. His voice continued to increase so that we were uncomfortable and he insisted that we get out of his car and that we would have to request another Uber ride. As we got out of the car he screamed out the car window, ""Stupid."" In addition to the being rude, kicking us out of the car at the wrong location, and confrontational, his car was very messy and did not smell clean. We contacted Uber and they said they would investigate the instance and would refund our fee for the trip. At this time I do not feel like I will want to take Uber again, since I have not had a good experience with them in 2 of the 3 instances that I used them.",1.0,0
"Our first trip on Uber (New York) was satisfactory. The driver was prompt and price was reasonable. The second trip resulted in two $5 overcharges after THEY cancelled our ride twice. Reading these reviews shows that overcharging is a common practice for Uber. We found both drivers to be pleasant and capable, and this review is not directed toward them. We will not use Uber again.",1.0,0
Your drivers that took me to and from Canoe are either a) stupid b) lying or c) honest that you APP told them to take me MILES out of my way to and from my favorite restaurant. Drive there I was taken through Brookhaven and Buckhead AND she took me on TWO side streets to rack up the miles. Drive back? She told me your APP told her to get OFF the I85 to travel through Buckhead. I had to TELL HER directions so I would not spend the night in her car. I want a FULL refund for both trips. I was 1/2 hour late for my dinner appointment. SCAM! Check out the GPS. Unbelievable. GPS it for yourself. Should I really have to give directions and WTF on the miles?,1.0,0
"Today I pick customer up but I wait the 4 minute but he not come out so I did call to him. He not hold the phone so I did cancel it. He come out after I did cancel. I did said call Uber again because I did cancel because rider is no show. He told me that uber is cut money $11 his account. But whenever driver did cancel, uber not pay any money because driver is cancel. I did show to rider I already cancel and I show my account cancel is $ 0.00 so not get any money from customer if I did cancel. Customer need to call uber and refund money.We don't want to drive more because we go to pick up passenger while on the way, customer is cancel. We are lose the gas. Uber is not pay for that free. And then we wait the passenger 2 minute that time is free. We lose the gas too. We sent far passenger house while sometimes we come back, not get any passenger. We are uber driver and also Lyft driver but we don't want to drive it more. Use own car. Spend gas and we get them a little money.",1.0,0
"Uber charged me for faults in their mapping system. I was charged Rs.50 in excess when I booked through UberPass. My fault - I asked the driver to drop me at the front gate of my office when Uber mapping system was showing the drop location as the back gate (Exit only). The funniest part is that to reach the back gate I had to go 1 km extra. So I was literally charged extra for saving my time, the driver's time and fuel. I understand that computers can be faulty at times. But when I contacted customer care the human (I assume) gave me the same script. What is the point of having a human out there if they don't understand logic?",1.0,0
"While staying in Champions Gate, FL, my daughter and friend got an Uber estimate into Orlando at $28 and the return estimate was $28. The first driver took them for the 30 minute drive and dropped them at Church Street after 11 pm. The return driver picked them up around 1 am and brought them back to the hotel 30 minutes and the charge was $63 and stated that it took an hour and 30 minutes. On the map you can see the drive around Buena Vista which was unnecessary. If you know Orlando, you know it's a straight shot on I 4. I drove I 4 that day and there was no construction. It took two emails to get an answer from Uber and they were all over the place with their excuses. Made no sense because it was a straight shot there and a straight shot back. I have used Uber many times but no more. I will use Lyft or go back to old fashioned taxis. How can this business survive with no real customer service?",1.0,0
"After a night out one weekend, a friend called an Uber for me (because I was pretty drunk, and they wanted to make sure that I got home okay). While in the car, I felt like I needed to puke, so I opened the door and did so outside. NOTHING went inside the car, aside from a few small splashes on the plastic of the door. I offered to go buy a water bottle and rinse that off, the driver said that was fine, and while I waited in line at the store, he took off. Left a drunk 20-something girl on the street, not ensuring her safe arrival home. Both myself and my friend who split the fare with me were charged a small fee - UNTIL our visa statements came where we saw a $75 cleaning fee EACH on top of the ride charge. I spoke to many friends and acquaintances, some of whom actually told me that they puked inside an Uber, and were charged $50. I tried to get in touch with Uber. Mind you they have no 800#. Opened a ticket in order to get in touch with them, they reply back saying they have policies and put ""resolved"" immediately, which prevents you from being able to write back again. I opened several tickets, in regards to the same issue. Wanting answers, why my friend and I were each charged so much when the vomit wasn't even inside the car. They were extremely unprofessional, even after I asked them to stop closing the ticket they kept doing the exact same thing. They sent me pictures with the first ticket zoomed into the vomit OUTSIDE, the pictures expire fairly quickly and because I could no longer view them, I asked to have them resent, they just ignored my request. I explained that, aside from this incident nothing like this had happened to me before, I have a 5* rating on the app. That I understood having to pay a fee, but that this was extreme and kindly asked them to reverse at least my friend’s charge, who was not even in the car at the time, but they're unprofessional, give you short answers and close the tickets each time. Definitely wouldn't recommend this service, they have access to your credit card information and will use it however they see fit. Obviously don't have proper guidelines when my friend who puked inside the car was charged 3x less than I who puked outside. There's no way to remove your credit card information from the app, unless you are to put a new one - I would never give them my information again. For a company that fought so hard to come into this city, they show that they don't care about customers at all. Completely unwilling to work with you and meet you half way.",1.0,0
"Uber has overcharged $150 dollars for a bogus cleaning fee. I have communicated with them letting them know it was a mistake since we took a very short ride and no accidents happened. They insist that the driver sent pictures for a mess in the back seat and that the charge was valid. There were two of us, we are in our 50's we were picked up at 11:29 pm and dropped off at 11:39 pm. The pictures are not clear, they show white particles on one side of black seat behind passenger seat. They are still insisting the charges are valid and no refund will be processed. Their time stamp on the incident report is 11:26 pm, obviously we were set up by driver. Shame on them, for what I see online this has happened a few times before. I am filing this report for people to be aware of this scam, take pictures before and after when using UBER services.",1.0,0
"I have been driving for Uber for almost 4 months and never had any issues till recently. I received a rider's request, as we can only see the destination until we start the trip, I get to the pick-up location to find out that the trip is an 8 hours trip almost 9 hours which was from Iowa to Ohio. That wasn't a problem because I needed the money. I started the trip, drove to the destination and completed the trip with 5 stars. Right after completing the rating the app logs me off, suggesting that I get back to my home location for me to be able to go back online. The app froze and there was nothing else I could do in it. The red message suggesting that I go back to my home location was the only thing I could read. When I got back home (Iowa/Cedar Rapids) I turn the online button on, I check the trip history. The trip is nowhere to be found. I wasn't worried very much as I usually get issues like that with the Uber app but after a few minutes the fare end up showing. I kept waiting until I decided to contact them, they sent me an automatic response suggesting that I should be patient and that it should take up to 48 hours for the fare to show in the app. I have waited for more than 48 hours but nothing is being done. I contacted them on numerous occasions but all I get is a loop of same responses. As per now I don't even get any response any more. It has been a week since that happened and now I have nowhere to address the issue. The trip cost the rider $501 and I used my gas money nearly $110. I contacted the rider because he gave me his personal phone number. He says he has seen his receipt either but his has no problem if the issue get fixed and he get charged for the trip. This experience makes me think twice when I get any trip that would last like an hour and above because it is clear now that if there's anything wrong with the app I will lose but not them. This kind of treatment is beyond inhuman. I can't believe these are the kind of people I am working with. And they also treat issues or report that they get in a partial as long as they don't lose. They will favor whichever side that will make them win or not lose anything.",1.0,0
"On Thursday, July 13th, I received a text from a male driver that he was looking for me and then a voicemail. 45 minutes later, I received another voicemail from a woman saying she was looking for me at a location. I NEVER requested an Uber. I only signed up to this account on Wednesday, July 12th and used the service once to go from the airport to a hotel. Now I have a charge to my account for a ride I did not request or take. I have sent multiple e-mails back and forth to Uber whom they claim after reviewing, they see that the charge did come from my phone device and this does appear to be a valid trip which was charged appropriately for the time and distance traveled, so we will not be able to make any adjustments to the fare. They also suggested to follow up with anyone who may have physical access to my phone to see if they have taken a ride and work out the payment details with them. Again, I was alone and had just opened the account, no one else had access which I re-iterated multiple times and they still send the same generic response.",1.0,0
"I drove for Uber for about two weeks, and it went ok, wasn't making much though. Anyway long story short I am a smoker, and I guess (not knowing it) my clothes had some smoke smell on them, and some people complained about it, so Uber up out of nowhere sends me an email saying I'm fired, I had no idea at the time why, so trying to talk to any kind of intelligent life in the company I finally found out why, but they gave me ABSOLUTELY no warning at all! They never mentioned any complaints until they fired me, and all they do in response is send a pre-typed email to any problems you have. Absolute waste of time, don't ever try this company.",1.0,0
"Uber is the worst. I call for an Uber, waited at the corner of the street. I saw the car moving on my itinerary/phone and he kept turning around and around. He then stop and walked over to the street. Didn't see him, but saw the car moving and he left. Came over to the side of the street but he never came. We called for another Uber. He came got me and now Uber is charging me $5 for cancellation. I didn't cancel that ride. I stood in the busy streets of Toronto waiting and waiting. He never came for me and they are insisting ""it's accordance to their policy"". UBER SUCK. Pay regular cab rate and get good service.",1.0,0
"Spoke of how great Uber was but not any longer. After being cancelled on and I was charged then told yes next trip refund $6 that never happened! Again 3 more times since in Atlanta area drivers accept and call but then dont answer when you say hello and I end up cancelling just to reset my phone to try another driver! Airport trips etc. and I was charged again and again without it being my fault what-so-ever! A few are ruining it for the good drivers! Never get my money back! I am done. Will use Cab services from now on and Uber should guard a good thing because with social and reviews, easy come customers and easy go! I work hard for my money too!",1.0,0
"I used the Uber ride on May 9, 2017 from O'hare to my home. Uber quoted $52.25 but then Uber charged my Citibank Visa $62.24 which is $9.99 overcharged. I contacted Uber to ask for refund but Uber refused at first. I then contacted my credit card company to dispute $9.99 NOT the entire $62.24. Uber then refunded me $9.99 to my credit card so I closed the disputed upon received the credit.However, Uber places $62.24 on unpaid on my account. My credit card statement stated that I paid the original $62.24 for that trip. I confirmed with Citibank Visa that the bank paid to Uber successfully. I sent Uber the credit card statement indicated that I already paid. However, Uber insists that it is unpaid and demand me to pay again $62.24 on a different card. I refuse to pay twice for the same service and blackmail of blocking my account until I pay the ransom. I provided the credit card statement to Uber as the evidence of payment. All Uber provides to me is their arrogance that I have not paid without any proof.",1.0,0
"Trying to get help. On June 29, 2017 Uber started working in Long Island. According to uber if you want to drive you don't need special license special Insurance TLC license, not even a new car 2002 or newer. It sounded really good so I went over to a Marriott Hotel in Uniondale NY and fill out all the paperwork. It was hundreds of people doing it so I was all set to go just wait for June 29 to start driving. With a few days I receive a text from Uber saying going to call him but New York state you need a uber decal. One was already in the mail but in the meantime print a copy and put here in front of my car so I did just like I was told. Runs everything was going smooth. I did six seven runs. The last one was going to Mineola train station. I dropped the customer off in TLC. Officer came up to my window ask me for license insurance registration. I got three tickets one of them was for the decal. I told the officer that's what I was told by Uber to put in my car. I showed him the text. I shown the emails. He basically told me to tell them to the judge. They know that having a copy isn't legal and because the illegal decal I got two more. So now I trying to get in touch with them and all the emails address they use and phone numbers cannot take incoming mail or text. I want to see if they want to help me out three tickets I got a court date August 14th and I believe I'm not responsible for doing exactly what they told me to do.",1.0,0
Advised driver of the airlines I was taking. They were located at terminal A and the driver dropped me off at terminal C. I had to take a taxi for the same cost to get to the correct terminal. First time using Uber and will be the last. No one to take complaint.,1.0,0
"Uber account hacked and they refuse to refund my money. I was out of the country on vacation and someone charged a trip for $37 to my account. I have been arguing with Uber that I was not even in the country and no one else has my account information or access to my phone. I can prove I was not in the country and obviously had my phone with me as I took pictures with it. I am 2 seconds away from canceling my account with them. If I could give them no stars, I would.",1.0,0
"This is the worst Uber allows their customers to scam the drivers. Drivers will lie and say they weren't picked up and then uber charges back the driver and they have to pay for it. This allows customers to get free rides and this is not fair at all. My advice driver for Lyft, because Uber does not go to bat for their drivers period. I drove a person to a different destination per their request and they contact uber and said ""I never showed up."" Uber charged me the $20 buck so I lost on the fare and my gas money. This was not right at all.",1.0,0
"Driver was OK, until we said he was going the wrong way. Then I said ""We are gonna dock you one star."" Then he said with a whiny voice ""I could lose my job."" We said ""What destination are you taking us."" He was not able to confirm our destination. As we were going away from our destination. He was very RUDE and said he was using an Uber app for directions. We said ""Regardless, you are not going the normal route to the American Airlines Area. I go to Miami three days a week. I know how to get there many ways, but not the route you are taking.""Then he turned the car around in the middle of the street, pulled over to the side and said ""Get out."" We did and ordered another ride to our destination. Your drivers in the past were respectable and your driver Rex was not. (Hyundai Sonata **. If no reply within seven (7) we will send a report to the BBB and speak to my attorney as I believe he dropped us off at a dangerous location and my wife was upset. I will be pursuing other avenues, concerning the driver of vehicle and the company.",1.0,0
"I was returning from a veterinarian's clinic with a very old dog in the back seat. My return route carried me through a neighborhood in which I had resided for 12 years; and, the maneuver from a side street, across San Pedro Ave., where the incident occurred, had been made by me thousands of times before, without incident.At approximately 2:15 p.m. I pulled up to the intersection of Thames Dr. and San Pedro Ave., with the intent of crossing San Pedro, and taking an almost immediate left onto Sprucewood Ln. I looked both ways, and observed traffic just beginning to move southward from a traffic light up the hill; and, to the south, traffic proceeding down the hill, heading northward, at a good distance. It was one of those rare moments when the maneuver was easy, as no traffic was within enough distance to cause concern, or require any degree of extra caution. I crossed the 2 south-bound lanes of San Pedro, and turned right into the center turn lane, proceeding about 50' to where I would turn left, and cross the 2 north-bound lanes of San Pedro, onto Sprucewood.At the exact moment I began to move my steering wheel to turn left on to Sprucewood, I was clipped/struck, with little noticeable impact - mostly noise, by another vehicle, without warning - no horn or screeching tires, on my left side, at the almost direct center of the front wheel flare. The car, a black, 4-door sedan, about the size of a Chevrolet Impala, which it may have been, pulled into the center turn lane a few feet in front of me. I was somewhat stunned with the development, and immediately concerned for the dog, given the heat was about 100 degrees, and which, amongst other issues, suffers from incontinence - although he had just recently relieved himself at the veterinarian's.As we exited our vehicles, I was further stunned with the damage to my car, whose front end was ripped almost completely off. The other driver and I approached each other, between the vehicles. He was tall, about 6'3-5"", weighing about 200-210 lbs, clean-shaven, with reddish blond hair, with no noticeably visible tattoos. He was amiable in demeanor, and immediately asked, ""How do you want to handle this""? Being in a shocked state, I said, ""I don't know"", as I was still trying to get my bearings, and take everything in, and wondering what I would do about the old dog. He responded with, ""I'm an Uber driver; and, I have a fare, and need to get going"". There was a person, who appeared to be a female, sitting the rear seat, on the passenger's side. I indicated I had the dog in the car, and needed to get him home. I said, ""let's look at your car"", while, w/o close inspection, was thinking the damage to mine was mostly cosmetic, which subsequently proved to be erroneous. We proceeded around to the front of his car to observe the right front area, which had only a small dent in the front corner thereof. There was also a roughly 3' white/silver scratch down the center of his car, mainly on the rear door, w/o a noticeable dent. At that point, still in a confused state, I asked, ""where did you come from""? He indicated the parking lot on the east side of San Pedro, from which the exit was probably 100-150' above where I had crossed San Pedro and into the center turn lane. He impressed upon me, again, his need to get moving with his fare.We returned to our position between the cars; and, I asked if he had something to write with. He went back to his car, as I pulled out my insurance card, and a business card with my phone number, which I handed to him while indicating that the email was not @grandecom.net, but rather @Gmail. He took a picture of my insurance card w/his iPhone, and handed it back to me, while placing my card in his shirt pocket. He indicated he would call me later that evening, and immediately took off. Still being somewhat disoriented, I failed to get his license plate number, but have a strong inclination that it started with H, and had a 5 in the last set of numbers. I then called a friend, who came and got the dog, and returned him home, while I tended to get my car towed to a repair center, and reporting to my insurance co. I have had no contact from said individual. A subsequent visit to scene, to take pics, which show no skid marks.On Friday, June 23rd, I went to Uber's local ""Green Center"", where I spoke to one Tony **, who indicated that office did not having access to Uber's fare logs, and indicated he would ""escalate"" the matter to a district/regional mgr. who did. He also indicated he would discuss the matter with in-house management in a meeting to follow soon thereafter. I was thereafter told, by said person, via email, that only insurance companies and the police will be given that information because it would ""violate Uber's Service Policy"". On Sunday, June 25th, I reported this to the police, who issued an ""incident"" report, not a ""crash"" report #, which is what the traffic investigation unit needs, ""if I want to file charges"". A call to the officer to obtain such number, has not been returned.My car is a 1999 BMW, 328i, which I bought in Nov. 2016, from a party I have known since the 1980's, who bought the car w/less than 20K miles, and had maintenance records, so I knew what I was getting; and, I've sunk a substantial amount of money restoring it… but, because of its age, it's being totaled by the insurance company; and, I'm looking at a $6,500 hit, at minimum. Moreover, if I elect to take the car and fix it, I can no longer insure it for collision or comprehensive. The insurance company says they have contacted Uber, but it might take 8 weeks to get them to respond, which, as of July 8th, Uber has not done.In this regard, one would think that Uber would bend over backwards to help identify the driver and his car, not just for my sake; but, for the sake of future passengers. I say this because I'm aware that the Uber app. will show what drivers are in any particular area at any given time; and, that the drivers tend to circulate in a general area. Moreover, one would think that the passenger would have filed a report with Uber, and they would be happy to get involved in resolving this matter, which involved no injuries, and damages of about $4K to repair my vehicle.",1.0,0
"I used Uber 4 days out of the week going to work and going back home. Every time I set my ride Uber charge me a different prices. I'm going to the same place every time so I texted Uber about my fare. Then this morning one of their drivers was disrespectful. I had to call the police on the drive. He threw my personal things in the street like I was dog. While I was talking to the police I told the driver I did not know where I was. This all started over loud club music in the car. It's 5:25 am. I asked him to turn it down. It very hot in the car then the driver said ""you ** this is my ** car. Get your ** ass out of my ** car **"". I was not trying to get a free ride. I always pay Uber when I set up a ride. Uber really don't care who they hire. It's about overcharge customer even when you go the same way every day. It's really sad when this is my only way to get work because I don't want lose my job. The only thing Uber said was ""will make sure this driver does not pick you up anymore."" This man treat me like I was trash. Said he's going to put my pic on Facebook so everyone can see this ** trying to get a free ride. ""That's why I don't like picking up **. They always want something for free."" If anyone wants to check I have never tried to get a free ride from Uber. I always pay my fare. Thank you.",1.0,0
"I have been using the service for the past one year. Your service is very good. Recently one issue is being observed while a cab is allotted for the ride booked. While the cab is already under a trip it is being allotted for the next booking as it is en route and about to complete its last trip. But it is not the case always. On 30-apr-17, when a cab was booked from my residence, the allotted one was somewhere at about 5km away and further 5km yet to go to complete the last trip and then to reach me. Even today 09-jul-17, I just started in a cab (**) from Visakhapatnam railway station towards my residence (about 15km) and the same cab got allotted for somebody booked from Simhachalam. So totally the cab is at more than 20km from the booking spot. Such wrong allotments obviously trouble the customer who may be in urgency. Cancellation is attracting deduction of minimum amount as the driver is not at fault. So he is not ready to cancel. The victim is the customer. Please take corrective measure for this problem.",4.0,1
"Pre-booked a cab last night for this morning for 10 am to go to St. Michael's Hospital Toronto as have an appointment, the driver came and cancelled on us as they don't go downtown... Asked them to get us another driver which they said couldn't. Went to rebook and I have to wait for another hour which is unacceptable. On top of that they then charged a cancellation fee... Not happy???",1.0,0
"Uber gave me an estimate of $17.68 off its app. Driver picked me up, no traffic, he didn't know where he was going, and I ended up getting charged $23.70. That's 33% higher than the estimate. Unacceptable. Next time: Lyft.",1.0,0
"I texted UBER for a 6 minute ride and the first driver was a no show. I waited 2 hours, then called again. This time a different driver showed up but overcharged me $15.00! It was a creepy ride and UBER refused to refund my ""cancellation"" fee that I was incorrectly charged for the drives that never showed. Good luck ever reasoning with UBER. They don't care.",1.0,0
"Got seriously duped by Uber. Got billed $419 for a trip from Napa to Tracy, CA. Same trip two days ago was $97. They slip the so called Black service under the rug and it is not clear at all that the customer is stepping on a mine with the super high charge. They have been totally unwilling to address that matter and reach a fair arrangement. There have to be consumer protection against such misleading services that differ dramatically in pricing from their regular services.",1.0,0
"I was a 4.9 rated driver with over 450 trips. Vehicle depreciation, being contractor, dealing with ungrateful/cheap passengers, and fuel expenses were ok to deal with until Uber spent money and lobbied to have warrant checks and fingerprinting eliminated as employment requirement in Houston. Now the market is flooded with druggies, perverts, and criminals. Uber rather have thousands of sub-par drivers than reward good drivers. This keeps the surge down and in theory more people will use the service if the prices aren't surging.I had a repeat customer tell me she has had 2 bad experiences with Uber since the regulations were lifted (Uber only spends money on upper management and tech gurus whose sole purpose is to cheat drivers and lie to regulators). Her first negative experience was with a female driver who had her boyfriend in the car with her during the pickup and had just smoked weed because the car reeked of it. Her other experience was coming home from her birthday and a male driver had clutter in the backseat, so she had to sit in the front.He kept turning on the dome light and making advances through perverted comments about how good her feet, toes, and legs looked. Also, Uber records a driver's every move (they send daily driving reports-braking, acceleration, and speeding). But they don't include these objective/measurable statistics in the driver rating. That is purely subjective and left to the passenger's opinion about the driver. So a drunk cannot like the way you look and give a cowardly 1 star rating because of that. A drunk can type in the wrong pickup address and then give a 1 star, claiming the driver needs to improve pickups. And Uber doesn't reward the drivers who provide excellent service despite the way the system is rigged to USE DRIVERS.",1.0,0
"Scheduled Uber to take myself and my daughters to the airport. Yes, THE AIRPORT... They cancelled 30 mins AFTER our scheduled pick up time. YOU CANNOT DO THAT! IT'S A FLIGHT! Called a cab, came in 7 mins!",1.0,0
"I ordered an Uber drive. Once I ordered it gave an amount that the ride would cost of $7.40. The driver got lost in my complex and it took several minutes by phone to direct her to the correct address. Uber charged me a wait fee! The driver also got lost on the way to destination, which I didn't mind at the time. But now after being charged nearly $11. for a 7.40 ride, it bothers me. They also do not mention or include an order charge of more than $2.00 in the quote that is provided. If I'm being quoted an amount then that's what I expect to be charged. I won't choose to ride with Uber in the future.",1.0,0
"Uber is charging me $165 for a Kansas City ride in which they said I vomited into the car. When I asked for proof, all they sent was a seat that had wet fabric but was otherwise clean. They refuse to drop the charge.",1.0,0
"Uber offered me 50% off 10 rides thru July 2 however every time I request a ride they make sure to charge me half off of surge pricing no matter what time of day, whether it's busy or not. Basically half off means I am still paying the regular non surge price. What a rip off. And ploy to get money.",1.0,0
I requested a ride to a medical office that was 0.9 miles from where Uber picked me up. After driving a few miles I questioned if this was correct. I'm not familiar with the area and didn't know exactly where I had to be. The driver pulled into a parking lot and checked her gps and said her Uber app was incorrect. After going 8 or 9 miles I was dropped off at my destination and instructed to contact Uber for a credit. I never tried to change my destination and she always had the exact address. I was charged $20.25 for a ride that should have been 0.9 miles from where I was picked up. After several emails back and forth I am now being charged $15.67 because my ride wasn't timed properly! This is supposed to reflect my proper pick up and destination! If the driver makes a mistake or can't use equipment properly customers shouldn't have to pay for it!,1.0,0
"they would just say ""Sorry but your account has been deactivated."" And when I emailed them again, they said they would help but that I should send them a picture of my credit card, my id, and my cellphone information in the about section. I send them that and immediately they write me again that sorry I am not allowed on Uber. Then why did they ask for my information? Are they stealing people/s info now and hacking their phone?",1.0,0
"Their app charges toll when even their driver didn't pay the toll. At time when even the toll plaza is not there, their system charges toll. Their system is complete flaw and they just give excuse that it is designed the correct way. Please be aware when traveling in Pune by Uber. They can charge you toll when even they or their driver didn't pay it.",1.0,0
"Uber mentions standard upfront charges for their pool rides but as per the promo provided for 8 kms I have booked a cab on Saturday at 6.02 pm where I was showing ₹59 however as per my drop location I was charged ₹349. I really don't know how I am charged so much & top of that the Uber driver does not have a customer care number & when I told him I would not be giving that money shown he started giving me dhamkis or it can be said that he started talking to me sternly that ""If you do not pay I would not be able to let you down."" However I gave him the money. This is very much unethical & wanted to say that I need my refund as soon as possible because I have sent innumerable mails to Uber & tried to make calls to the customer care but none of it worked out.Uber will introduce dynamic charges and charge that extra amount to you. And I guess they even charge the person who cancels. So in a way Uber is making 2 way money. They charged me 6 times the normal charge for a ride where I was supposed to be charged only ₹59. I hope I would get a positive revert & my refund as soon as possible because it's a big amount of cheating which is going on.",1.0,0
"I purchased an Uber gift card to be able to get myself around to some very important places that I need to get to such as the doctor's office and pharmacy. Uber prints its store-bought gift cards on cheap, flimsy, unreliable paper. After purchasing my Uber gift card with 50 dollars cash (because my credit card is unavailable for use at this time) I proceeded to scratch off the covering of the code so I would be able to immediately redeem it, apply it to my account. Only when I did the numbers were unreadable, illegible, and part of the gift card paper had come off. There is no way at all for me to be able to read anything under that, it is beyond disgusting and despicable. If Uber would print its gift cards on plastic instead of paper the code could and would stay much more intact to be readable upon scratch-off. Yes, this may cost a little more but money is all that matters, right? There is no way to void a gift card once it has been activated, so I am stuck with this useless piece of paper I had just paid 50 dollars for. I panicked and begged for help at the store and there was nothing they could do to help me.There is no customer service helpline to call for help or anything. All one can do is send messages or emails and wait hoping for a resolution to their problem or issue. I did this many, many times and without any success at all, it has been a horrible experience for me. Each response I receive simply copied and pasted the exact same words on their app and website (which of course I already know). I needed help not insensitive robot replies.After more than 24 hours of email tag and haggling and no resolution in addition to calling Uber's critical accident, safety report line, here I am filing my complaint. I have been severely sunburned by the extreme summer heat and unable to make it to the clinic, the pharmacy, and a friend's house. Uber has chosen to sacrifice integrity, personable , and any immediate assistance or squalor quality of cheap paper instead of durable plastic in the name of profits and cost-cutting, and it has soured much faith I had in this company. My issue still remains unresolved.Desired outcome: I want the 50 gift card which I paid for applied to my account, plus an additional 50 extra in rider credits applied to my account for my pain and suffering due to no way provided by this business (Uber) to seem immediate resolution to issues such as this. Of course providing a helpline for customers to call or printing their gift cards on plastic instead of paper will probably never happen. However we all know that it should. I am very angry.",1.0,0
"I was waiting in a long line for a bus to get to Greek Theater from satellite parking. Several people started calling UBER. So did I. Was texted that driver was on way. Never shows. Then received text that he was unavailable, so another being sent. At that point I replied to Cancel, as we had made the bus. Charges were later sent to me. I tried to dispute, but was told that the ride was complete. I replied that someone must have taken the ride, as I had cancelled. They would not refund.",1.0,0
I use to use Uber all the time until this past week I purchased a car. After I got my car I received several charges from Uber on my account. I immediately informed Uber who advised me it was indeed on another customer's account. However they have done NOTHING to try and rectify this issue. They have the worst communication system possible. No one has responded in two days and they didn't even refund me!! I will also be putting this review on BBB. UBER IS A BUNCH OF SCAM ARTISTS AND I'LL NEVER USE THEIR SERVICE AGAIN.,1.0,0
My 13 year old child was able to independently create an account and be provided services. It is against the law and supposedly the company rules of service unaccompanied minors. This happened in the past with my daughter. It is scary for me as a mom and hope the company will modify their registration process to ensure that clients are 18 and over or have parental consent to waive that requirement. So sad.,1.0,0
"I had been a customer for over 2+ years without one complaint or bad review on Uber. While traveling in Mexico I had an extremely awful experience with another customer on Uber Share to the point that the woman was irate and offending me, but Uber decided to cancel my service without even once hearing my side of the story!!!! I contact them numerous times via email until after the 3rd attempt I finally received a pathetic email stating I am no longer a customer. They stated they opened an investigation, but yet will not share any information! If this is how they treat their customers, I definitely prefer to utilize Lyft. User beware of Uber and their horrible customer service. Don't expect them to even hear your side of the story! No wonder they are plastered negatively all over the news for good reason!",1.0,0
"My husband and I were visiting New York City. We used the Metro and buses most of the trip, but we were going to Carnegie Hall for a concert in the rain. We didn't want to get wet, so we requested an Uber for the first time. We waited where we were told, on the sidewalk, in the rain, with time to spare. When the Uber driver texted that he was there, we didn't see his car at all. We tried waving at people, but we didn't see them and no one stopped. Then, the drive was cancelled by the driver. So, we waited another at least ten minutes for another driver, which ended up getting us there. The next day, I was emailed that we were charged a $5 cancellation fee for the first ride we never took. My big problem is that when I contacted Uber, they did not understand and didn't do anything to fix it. I did not cancel the ride, and we were standing where we we're supposed to. I won't be using Uber again.",1.0,0
Totally unprofessional driver - First when he did not pull up to location he waited across the street from the location. So my son and I had to walk across. NO problem. When we get to destination my hotel was across the street I asked him to make a U-turn and drop me in front of my location. He told me he wanted to go straight so he wasn't making U-turn. He said he would have to go around the block. I said fine with me. I told him I was going to report him. He then sped up the car to the middle of next block and told me and my child to get out and I did leave without incident.Logged into Uber and reported him. The problem I log into my Uber account and see a charge for $75. I reach out to Uber and they tell me it's because of clean up. If only you can see my face the driver had the nerve to submit pictures of some water on the seats that I did not do. Unacceptable. This driver is a fraud. He needs to be penalized for his actions. I have a witness to my account. He needs to provide a time stamp for pictures he submitted because he is a fraud. And the fact that I was charged additional $75 because I wasn't happy with my services is absurd.,1.0,0
